Country,Year,Discipline,Specialty,RCA_Specialty
Slovenia,2016,Humanities,Language & Linguistics,1.2385066434812912
South Africa,2016,Humanities,Language & Linguistics,2.298612110772164
Switzerland,2016,Humanities,Language & Linguistics,1.2546207475068585
Spain,2016,Humanities,Philosophy,1.0898522208458927
Czech Republic,2016,Humanities,Religion,2.373711536509926
Azerbaijan,2016,Mathematics,Applied Mathematics,2.431212111013201
United Arab Emirates,2016,Mathematics,Applied Mathematics,1.7192142785021922
China,2016,Mathematics,General Mathematics,1.021422578090819
Morocco,2016,Mathematics,General Mathematics,3.397635303213661
Romania,2016,Mathematics,General Mathematics,3.4815288042274326
Armenia,2016,Physics,Nuclear & Particle Physics,28.579350491158003
Austria,2016,Physics,Nuclear & Particle Physics,1.9495526081363888
Bulgaria,2016,Physics,Nuclear & Particle Physics,7.59967340737686
Armenia,2016,Physics,Optics,3.413779943807365
Bahrain,2016,Physics,Optics,2.16542219942828
Bangladesh,2016,Physics,Optics,1.2655542585853354
Cameroon,2016,Physics,Optics,1.3256428612673128
Lithuania,2016,Physics,Optics,1.9019789918119188
Moldova ,2016,Physics,Solid State Physics,10.862502808660764
Venezuela,2016,Physics,Solid State Physics,1.2855487499139986
Belgium,2016,Professional Fields,Communication,2.0806703573465275
Denmark,2016,Professional Fields,Communication,1.6572939336498045
Estonia,2016,Professional Fields,Education,1.782107786105795
Malta,2016,Professional Fields,Education,1.946023582474884
Netherlands,2016,Professional Fields,Education,1.4945196208696658
Turkey,2016,Professional Fields,Education,2.328476559355169
Bangladesh,2016,Professional Fields,Information Science & Library Science,1.2431068156594427
Hungary,2016,Professional Fields,Information Science & Library Science,1.3126886826285395
Jordan,2016,Professional Fields,Information Science & Library Science,1.2769505614260872
Mali,2016,Professional Fields,Information Science & Library Science,2.476117332308453
Mexico,2016,Professional Fields,Information Science & Library Science,1.0268673467613558
South Korea,2016,Professional Fields,Information Science & Library Science,1.0738246957532476
Taiwan,2016,Professional Fields,Information Science & Library Science,2.4279478701654416
Ecuador,2016,Professional Fields,Law,1.5045308663792831
Republic of Kosovo,2016,Professional Fields,Law,5.717217292241276
United Kingdom,2016,Professional Fields,Law,2.0098421603847583
Spain,2016,Professional Fields,Management,1.5005431710469932
Bangladesh,2016,Professional Fields,Miscellaneous Professional Field,1.824467797586332
Turkey,2016,Professional Fields,Miscellaneous Professional Field,1.2817374776283892
Zimbabwe,2016,Professional Fields,Miscellaneous Professional Field,1.207694270871924
Nepal,2016,Professional Fields,Social Work,2.5165479454947093
New Zealand,2016,Psychology,Behavioral Science & Complementary Psychology,2.970378346737713
Germany,2016,Psychology,Developmental & Child Psychology,1.1817084986405058
Iceland,2016,Psychology,Developmental & Child Psychology,1.2295175175226805
Netherlands,2016,Psychology,Developmental & Child Psychology,2.177888171841045
Peru,2016,Psychology,Developmental & Child Psychology,2.1056946566908405
Bosnia & Herzegovina,2016,Psychology,General Psychology,1.5238603220264493
Belgium,2016,Psychology,Human Factors,1.53291819826431
Chad,2016,Psychology,Human Factors,18.814194738633507
Iceland,2016,Psychology,Human Factors,1.6882583799420527
Netherlands,2016,Psychology,Human Factors,2.035356253899048
Norway,2016,Psychology,Human Factors,1.9404533634370773
Peru,2016,Psychology,Human Factors,1.652195898724936
United States,2016,Psychology,Human Factors,1.252857426238268
Jamaica,2016,Psychology,Miscellaneous Psychology,3.23971955789767
Portugal,2016,Psychology,Miscellaneous Psychology,1.407185550414313
Uganda,2016,Psychology,Miscellaneous Psychology,1.441646225450886
Chile,2016,Psychology,Psychoanalysis,2.5069967475746253
Belgium,2016,Psychology,Social Psychology,1.7616063855694863
Reunion,2016,Psychology,Social Psychology,2.424171354117012
Antigua & Barbuda,2016,Social Sciences,Anthropology and Archaeology,107.62048532731376
Australia,2016,Social Sciences,Anthropology and Archaeology,1.4533089277648925
Nepal,2015,Earth and Space,Environmental Science,3.3633383393727296
Syria,2015,Earth and Space,Environmental Science,2.5531911481369622
Djibouti,2015,Earth and Space,Geology,17.22059916286507
Monaco,2015,Earth and Space,Geology,1.6616367613290857
Nepal,2015,Earth and Space,Geology,1.0624888906575405
Russia,2015,Earth and Space,Geology,3.1918345912435777
Bangladesh,2015,Earth and Space,Meteorology & Atmospheric Science,1.2567855212080177
Luxembourg,2015,Earth and Space,Oceanography & Limnology,1.2611754202751593
Lebanon ,2015,Engineering and Technology,Aerospace Technology,1.149086790256488
Uganda,2015,Engineering and Technology,Aerospace Technology,1.4425424186879394
Morocco,2015,Engineering and Technology,Chemical Engineering,1.122845287829963
Pakistan,2015,Engineering and Technology,Chemical Engineering,1.2395908789780925
Romania,2015,Engineering and Technology,Chemical Engineering,4.269516629133274
Yemen,2015,Engineering and Technology,Chemical Engineering,1.377659336313935
Italy,2015,Engineering and Technology,Civil Engineering,1.1209237570413058
Austria,2015,Engineering and Technology,Computers,1.2889895398060296
Kuwait,2015,Engineering and Technology,Electrical Engineering & Electronics,1.1970804329476636
Luxembourg,2015,Engineering and Technology,Electrical Engineering & Electronics,1.2379506539722145
Tunisia,2015,Engineering and Technology,Electrical Engineering & Electronics,1.9689207303524816
Egypt,2015,Engineering and Technology,General Engineering,2.02624875051057
Singapore,2015,Engineering and Technology,General Engineering,1.459896371672897
India,2015,Engineering and Technology,Materials Science,1.5397032377022457
Saudi Arabia,2015,Engineering and Technology,Materials Science,1.520393757391778
China,2015,Engineering and Technology,Mechanical Engineering,1.7437701287323608
Singapore,2015,Engineering and Technology,Mechanical Engineering,1.2796884691428785
Czech Republic,2015,Engineering and Technology,Metals & Metallurgy,1.3800291979247126
Mauritius,2015,Engineering and Technology,Metals & Metallurgy,1.6459693458878255
South Korea,2015,Engineering and Technology,Metals & Metallurgy,1.3421329526474255
Guinea,2015,Engineering and Technology,Miscellaneous Engineering & Technology,1.288284389576961
Lebanon ,2015,Engineering and Technology,Miscellaneous Engineering & Technology,1.2531402324178076
Zimbabwe,2015,Engineering and Technology,Miscellaneous Engineering & Technology,1.3152641673691483
Estonia,2015,Engineering and Technology,Nuclear Technology,1.602097383783254
Guatemala,2015,Engineering and Technology,Nuclear Technology,1.5363703116280436
Moldova ,2015,Engineering and Technology,Nuclear Technology,1.2228253500713002
Jordan,2015,Engineering and Technology,Operations Research,1.6394385266967266
Kuwait,2015,Engineering and Technology,Operations Research,4.100105928644852
Cape Verde,2016,Engineering and Technology,Mechanical Engineering,2.490147969789719
Jordan,2016,Engineering and Technology,Mechanical Engineering,1.0397345580666495
Dominican Republic,2016,Engineering and Technology,Metals & Metallurgy,1.172907502533975
Russia,2016,Engineering and Technology,Metals & Metallurgy,2.8445577281468606
Senegal,2016,Engineering and Technology,Metals & Metallurgy,1.0075983914385829
Uzbekistan,2016,Engineering and Technology,Metals & Metallurgy,1.0298700022249536
Paraguay,2016,Engineering and Technology,Nuclear Technology,5.862199344933533
Spain,2016,Engineering and Technology,Nuclear Technology,1.0126554088534288
Denmark,2016,Engineering and Technology,Operations Research,1.191726133943236
Australia,2016,Health,Geriatrics & Gerontology,1.8462654909125635
Japan,2016,Health,Geriatrics & Gerontology,1.0657611258608706
Denmark,2016,Health,Health Policy & Services,1.2121874693220407
United Kingdom,2016,Health,Health Policy & Services,1.7945307664119283
Lebanon ,2016,Health,Nursing,2.362697903388011
Rwanda,2016,Health,Nursing,1.9559834867560704
United States,2016,Health,Nursing,1.8442210913391088
Argentina,2016,Health,Public Health,1.04883956878795
Dominican Republic,2016,Health,Public Health,7.39321325559036
El Salvador,2016,Health,Public Health,8.697897947753365
Honduras ,2016,Health,Public Health,14.034574315696956
Mali,2016,Health,Public Health,3.00232010379304
Switzerland,2016,Health,Public Health,1.013958224761176
Canada,2016,Health,Rehabilitation,2.1089979815571342
Ireland,2016,Health,Rehabilitation,2.3808696092344763
Peru,2016,Health,"Social Sciences, Biomedical",1.0444653662298289
Israel,2016,Health,Speech-Language Pathology and Audiology,1.752744360967905
Italy,2016,Humanities,History,1.2307740405024628
Germany,2016,Humanities,Language & Linguistics,1.2420043965875358
Sweden,2016,Humanities,Language & Linguistics,1.3496369937508348
Bahamas,2016,Humanities,Literature,17.60345416447435
Bosnia & Herzegovina,2016,Mathematics,General Mathematics,2.5452585919252586
Luxembourg,2016,Mathematics,General Mathematics,1.5296731356253204
Macedonia,2016,Mathematics,General Mathematics,2.212080965085257
Mauritania,2016,Mathematics,General Mathematics,1.9634851994852
Vietnam,2016,Mathematics,General Mathematics,3.4575869274618567
Algeria,2016,Mathematics,Miscellaneous Mathematics,1.5336177100930966
Vietnam,2016,Mathematics,Miscellaneous Mathematics,2.155384916199224
Germany,2016,Mathematics,Probability & Statistics,1.0592332354149916
Luxembourg,2016,Mathematics,Probability & Statistics,3.1884347934277986
Republic of Kosovo,2016,Mathematics,Probability & Statistics,2.6858134752971665
Finland,2016,Physics,Acoustics,1.5000194873103
France,2016,Physics,Acoustics,2.2173624420011224
Azerbaijan,2016,Physics,Applied Physics,1.6710841157037637
India,2016,Engineering and Technology,Chemical Engineering,1.6682068667763097
Oman,2016,Engineering and Technology,Chemical Engineering,3.835141546034429
Botswana,2016,Engineering and Technology,Civil Engineering,1.041216142157519
Latvia,2016,Engineering and Technology,Civil Engineering,1.2257837957184483
Lithuania,2016,Engineering and Technology,Civil Engineering,2.4300090064685764
Iran,2016,Engineering and Technology,Computers,1.4204558390694948
Iraq,2016,Engineering and Technology,Computers,1.2059747458219308
Morocco,2016,Engineering and Technology,Computers,1.0377907677432192
Qatar,2016,Engineering and Technology,Computers,1.9860094750344133
Slovakia,2016,Engineering and Technology,Computers,1.685994964618286
Slovenia,2016,Engineering and Technology,Computers,1.3065704019058126
Vietnam,2016,Engineering and Technology,Computers,1.6043097812525968
Greece,2016,Engineering and Technology,Electrical Engineering & Electronics,1.4764924535667965
Ireland,2016,Engineering and Technology,Electrical Engineering & Electronics,1.0755597196282585
United Arab Emirates,2016,Engineering and Technology,Electrical Engineering & Electronics,2.7587822944421645
Estonia,2016,Engineering and Technology,General Engineering,1.1065230862782052
Slovakia,2016,Engineering and Technology,General Engineering,2.9998939752789364
Ukraine,2016,Engineering and Technology,General Engineering,1.2428603642354756
Canada,2016,Engineering and Technology,Industrial Engineering,1.0451863282255849
South Korea,2016,Engineering and Technology,Industrial Engineering,2.42663129983263
North Korea,2016,Engineering and Technology,Materials Science,1.9626373755018185
Romania,2016,Engineering and Technology,Materials Science,1.6882367588725944
Singapore,2016,Engineering and Technology,Materials Science,1.870503518369129
Malaysia,2016,Engineering and Technology,Metals & Metallurgy,1.0130543973902244
Poland,2016,Engineering and Technology,Metals & Metallurgy,2.404706433422706
Vietnam,2016,Engineering and Technology,Metals & Metallurgy,1.0242103035202874
Denmark,2016,Engineering and Technology,Miscellaneous Engineering & Technology,1.0629928265031374
Ecuador,2016,Engineering and Technology,Miscellaneous Engineering & Technology,1.3418803305204114
Libya,2016,Engineering and Technology,Miscellaneous Engineering & Technology,3.759738437587144
Pakistan,2016,Engineering and Technology,Miscellaneous Engineering & Technology,1.2500360767870144
Tunisia,2016,Engineering and Technology,Miscellaneous Engineering & Technology,1.3968502249675427
Austria,2016,Engineering and Technology,Nuclear Technology,1.1057367399224471
Georgia,2016,Engineering and Technology,Nuclear Technology,1.106239698078096
Syria,2016,Engineering and Technology,Nuclear Technology,10.022106187780595
France,2016,Engineering and Technology,Operations Research,1.2318280432643351
Macedonia,2016,Engineering and Technology,Operations Research,1.4688979847120334
Taiwan,2016,Engineering and Technology,Operations Research,1.664516641819662
New-Caledonia,2016,Health,Geriatrics & Gerontology,2.995148482506895
Switzerland,2016,Health,Geriatrics & Gerontology,1.1311389980091349
Congo,2016,Clinical Medicine,Immunology,16.764402756419162
Democratic Republic of the Congo,2016,Clinical Medicine,Immunology,4.288813811661109
Egypt,2016,Clinical Medicine,Immunology,1.0209290124920591
Luxembourg,2016,Clinical Medicine,Immunology,1.1588282990700152
Papua New Guinea,2016,Clinical Medicine,Immunology,4.8958701783852
Tanzania,2016,Clinical Medicine,Immunology,5.474670830585405
Denmark,2016,Clinical Medicine,Miscellaneous Clinical Medicine,1.203139362435212
Paraguay,2016,Clinical Medicine,Miscellaneous Clinical Medicine,1.554695203400864
Republic of Kosovo,2016,Clinical Medicine,Miscellaneous Clinical Medicine,9.872314541595486
Spain,2016,Clinical Medicine,Miscellaneous Clinical Medicine,1.3166142871384352
Trinidad and Tobago,2016,Clinical Medicine,Miscellaneous Clinical Medicine,1.211326937619078
Tanzania,2016,Clinical Medicine,Nephrology,1.4292936106426832
Italy,2016,Clinical Medicine,Neurology & Neurosurgery,1.3740465815211356
Kenya,2016,Clinical Medicine,Obstetrics & Gynecology,1.781574310113892
Netherlands,2016,Clinical Medicine,Obstetrics & Gynecology,1.1735265760791909
Nigeria,2016,Clinical Medicine,Obstetrics & Gynecology,3.193100660104721
Thailand,2016,Clinical Medicine,Obstetrics & Gynecology,1.419148849015096
United States,2016,Clinical Medicine,Obstetrics & Gynecology,1.204453835916624
French-Guiana,2016,Clinical Medicine,Ophthalmology,1.7014033866852238
Laos,2016,Clinical Medicine,Ophthalmology,1.103613007579605
Papua New Guinea,2016,Clinical Medicine,Ophthalmology,1.5012382823693151
Botswana,2016,Clinical Medicine,Orthopedics,1.6681726890065325
Turkey,2016,Clinical Medicine,Orthopedics,1.728510622476659
United States,2016,Clinical Medicine,Orthopedics,1.5885793204408338
Niger,2016,Clinical Medicine,Otorhinolaryngology,2.350099202681553
Oman,2016,Clinical Medicine,Otorhinolaryngology,1.182514973649168
South Korea,2016,Clinical Medicine,Otorhinolaryngology,1.443991181804939
Cambodia,2016,Clinical Medicine,Pediatrics,9.294870076477782
Netherlands,2016,Clinical Medicine,Pediatrics,1.58796459826438
Cuba,2016,Clinical Medicine,Pharmacology,1.4934086053840032
Eritrea,2016,Clinical Medicine,Pharmacology,2.305613285505128
Fiji,2016,Clinical Medicine,Pharmacology,1.8038033351304823
Japan,2016,Clinical Medicine,Pharmacology,1.1001193240800284
Palestine,2016,Clinical Medicine,Pharmacology,1.2516186407027836
Jordan,2016,Clinical Medicine,Pharmacy,2.24068142724205
Sri Lanka,2016,Clinical Medicine,Pharmacy,1.8211495855456663
United Arab Emirates,2016,Clinical Medicine,Pharmacy,1.1075832106708892
Iceland,2016,Clinical Medicine,Psychiatry,2.15926506850205
Lebanon ,2016,Clinical Medicine,Psychiatry,1.8797901335321427
United States,2016,Clinical Medicine,Psychiatry,1.3735246589805767
Germany,2016,Clinical Medicine,Radiology & Nuclear Medicine,1.6259468317062884
Switzerland,2016,Clinical Medicine,Respiratory System,1.6016993732843676
France,2016,Clinical Medicine,Surgery,1.1172190024944977
Greece,2016,Clinical Medicine,Surgery,1.1990629867740592
Tanzania,2016,Clinical Medicine,Surgery,1.557653352936372
Argentina,2016,Clinical Medicine,Tropical Medicine,1.6685123669351292
Brazil,2016,Clinical Medicine,Tropical Medicine,3.750675640974632
Ecuador,2016,Clinical Medicine,Tropical Medicine,7.518747240153921
France,2016,Clinical Medicine,Tropical Medicine,1.1540946048584269
Guinea-Bissau,2016,Clinical Medicine,Tropical Medicine,31.74582168064989
New-Caledonia,2016,Clinical Medicine,Tropical Medicine,5.89097721908967
St-Kitts & Nevis ,2016,Clinical Medicine,Tropical Medicine,4.009998528082091
Tanzania,2016,Clinical Medicine,Tropical Medicine,27.4283899320815
Austria,2016,Clinical Medicine,Urology,1.877324096254008
Spain,2016,Clinical Medicine,Urology,1.3097144057933576
Albania,2016,Clinical Medicine,Veterinary Medicine,1.436831795064984
Grenada,2016,Clinical Medicine,Veterinary Medicine,9.269882548806349
Peru,2016,Clinical Medicine,Veterinary Medicine,1.477754219607974
Hungary,2016,Earth and Space,Astronomy & Astrophysics,1.8482436031463176
Japan,2016,Earth and Space,Astronomy & Astrophysics,1.16960487712673
Sweden,2016,Earth and Space,Astronomy & Astrophysics,1.4782956844578958
Kyrgyzstan,2016,Earth and Space,Earth & planetary Science,7.207016964024669
Bangladesh,2016,Earth and Space,Environmental Science,2.4282683189793413
Italy,2016,Earth and Space,Environmental Science,1.023872633843499
Kyrgyzstan,2016,Earth and Space,Environmental Science,1.5153506494393982
Lesotho,2016,Earth and Space,Environmental Science,4.107122794687472
Montenegro,2016,Earth and Space,Environmental Science,1.699315397542547
Reunion,2016,Earth and Space,Environmental Science,1.245558808323521
Syria,2016,Earth and Space,Environmental Science,2.443211508634599
Uganda,2016,Earth and Space,Environmental Science,1.1363774458765576
Angola,2016,Earth and Space,Geology,4.579265217913315
Bolivia,2016,Earth and Space,Geology,3.4301612119200864
Peru,2016,Earth and Space,Geology,1.811418203288495
Philippines,2016,Earth and Space,Geology,1.1424362290012429
South Africa,2016,Earth and Space,Geology,1.8488511427451075
French-Polynesia,2016,Earth and Space,Meteorology & Atmospheric Science,1.1664068752521075
New Zealand,2016,Earth and Space,Meteorology & Atmospheric Science,1.2176377525143065
Philippines,2016,Earth and Space,Meteorology & Atmospheric Science,1.3676787476968582
United Kingdom,2016,Earth and Space,Meteorology & Atmospheric Science,1.3446148484764753
Fiji,2016,Earth and Space,Oceanography & Limnology,4.341554386058107
Guadeloupe,2016,Earth and Space,Oceanography & Limnology,1.3443793180872097
Guyana,2016,Earth and Space,Oceanography & Limnology,14.9103888006036
Ireland,2016,Earth and Space,Oceanography & Limnology,1.067216184700737
Uruguay,2016,Earth and Space,Oceanography & Limnology,3.413803171276032
Sudan,2016,Engineering and Technology,Aerospace Technology,3.657498581554616
Kuwait,2016,Engineering and Technology,Chemical Engineering,2.737144281347464
Pakistan,2016,Engineering and Technology,Chemical Engineering,1.8136014313679207
Philippines,2016,Engineering and Technology,Chemical Engineering,1.3072836091168984
Vietnam,2016,Engineering and Technology,Chemical Engineering,1.1081811197010842
Egypt,2016,Engineering and Technology,Civil Engineering,1.392384856653624
Senegal,2016,Engineering and Technology,Civil Engineering,1.869297436423734
Argentina,2016,Chemistry,Physical Chemistry,1.2031965310390902
Byelarus,2016,Chemistry,Physical Chemistry,1.5539190950208337
Singapore,2016,Chemistry,Physical Chemistry,1.395433868244454
Botswana,2016,Chemistry,Polymers,1.4315036301593964
New-Caledonia,2016,Clinical Medicine,Addictive Diseases,2.9178027069123265
Cameroon,2016,Clinical Medicine,Allergy,1.12017619396138
United Arab Emirates,2016,Clinical Medicine,Allergy,1.52719673648772
New-Caledonia,2016,Clinical Medicine,Anesthesiology,2.7481345595716045
Sweden,2016,Clinical Medicine,Anesthesiology,1.2616018621195924
Argentina,2016,Clinical Medicine,Arthritis & Rheumatology,1.645301974320957
Estonia,2016,Clinical Medicine,Arthritis & Rheumatology,1.2067911288241706
French-Guiana,2016,Clinical Medicine,Arthritis & Rheumatology,2.566945296936413
Republic of Serbia,2016,Clinical Medicine,Arthritis & Rheumatology,1.4213429108175046
Zaire,2016,Clinical Medicine,Cancer,1.638537664194442
Dominican Republic,2016,Clinical Medicine,Cardiovascular System,1.5934663230791857
Hungary,2016,Clinical Medicine,Cardiovascular System,1.245270775624853
Lebanon ,2016,Clinical Medicine,Cardiovascular System,1.4680687813397484
Denmark,2016,Clinical Medicine,Dentistry,1.0398407139394588
Italy,2016,Clinical Medicine,Dentistry,1.1791805239499689
Austria,2016,Clinical Medicine,Dermatology & Venerial Disease,1.7927118448887531
Jamaica,2016,Clinical Medicine,Dermatology & Venerial Disease,2.653676829978901
Japan,2016,Clinical Medicine,Dermatology & Venerial Disease,1.3069358387646088
Lebanon ,2016,Clinical Medicine,Dermatology & Venerial Disease,3.716505809868083
Sudan,2016,Clinical Medicine,Dermatology & Venerial Disease,1.2425451509783558
Gambia,2016,Clinical Medicine,Endocrinology,2.783920901310088
Montenegro,2016,Clinical Medicine,Endocrinology,1.032686611899721
Romania,2016,Clinical Medicine,Endocrinology,1.0657994471632797
Sweden,2016,Clinical Medicine,Endocrinology,2.0272619991363143
Venezuela,2016,Clinical Medicine,Endocrinology,1.1888038488610453
Belgium,2016,Clinical Medicine,Environmental & Occupational Health,1.3107811647362375
Malawi,2016,Clinical Medicine,Environmental & Occupational Health,6.389555668622253
Nicaragua,2016,Clinical Medicine,Environmental & Occupational Health,2.1566987620979874
Papua New Guinea,2016,Clinical Medicine,Environmental & Occupational Health,1.6175240715734904
Jamaica,2016,Clinical Medicine,Fertility,3.890820321665167
Monaco,2016,Clinical Medicine,Gastroenterology,1.4136200945336457
Singapore,2016,Clinical Medicine,Gastroenterology,1.0215099013199105
Chad,2016,Clinical Medicine,General & Internal Medicine,1.0941248524435916
Gabon,2016,Clinical Medicine,General & Internal Medicine,2.296886215058887
Malawi,2016,Clinical Medicine,General & Internal Medicine,2.855620465506303
Palau,2016,Clinical Medicine,General & Internal Medicine,2.891615681458063
Republic of Serbia,2016,Clinical Medicine,General & Internal Medicine,2.764593803977993
Turkey,2016,Clinical Medicine,General & Internal Medicine,2.2872563211122783
Colombia,2016,Clinical Medicine,Geriatrics,1.094309018511195
Ireland,2016,Clinical Medicine,Geriatrics,2.899419214571328
Malta,2016,Clinical Medicine,Geriatrics,4.98017888620487
Kuwait,2016,Clinical Medicine,Hematology,1.3526893694895057
United Kingdom,2016,Clinical Medicine,Hematology,1.194053071330063
Democratic Republic of the Congo,2016,Health,Health Policy & Services,3.063251693632264
Tanzania,2016,Health,Health Policy & Services,4.861380437794403
Canada,2016,Health,Nursing,1.356246241860573
Cyprus,2016,Health,Nursing,2.59332642064288
Nepal,2016,Health,Nursing,1.3718041690176304
Bolivia,2016,Health,Public Health,2.2151949829484225
Canada,2016,Health,Public Health,1.7013776816021735
Jordan,2016,Health,Public Health,2.0128119858151767
Kiribati,2016,Health,Public Health,19.71523534824096
Syria,2016,Health,Public Health,6.369537574047079
Belgium,2016,Health,Rehabilitation,1.850192501797004
Denmark,2016,Health,Rehabilitation,1.2621482787817753
United Kingdom,2016,Health,Rehabilitation,1.5042945954784563
El Salvador,2016,Health,"Social Sciences, Biomedical",19.41476798403681
Lebanon ,2016,Health,"Social Sciences, Biomedical",1.6893208226673109
Nigeria,2016,Health,"Social Sciences, Biomedical",6.907242184763708
Bosnia & Herzegovina,2016,Health,Speech-Language Pathology and Audiology,3.655277437557622
Lebanon ,2016,Health,Speech-Language Pathology and Audiology,2.273147581129884
Uruguay,2016,Humanities,History,1.0457259546392477
Bosnia & Herzegovina,2016,Humanities,Language & Linguistics,1.6121365362440867
Jamaica,2016,Humanities,Language & Linguistics,3.9371776714302817
Brunei,2016,Humanities,Literature,1.3369712023651406
Honduras ,2016,Humanities,Literature,5.370545338314209
Bahrain,2016,Humanities,Miscellaneous Humanities,2.54626962324046
Belgium,2016,Humanities,Miscellaneous Humanities,1.9146496325014075
Cuba,2016,Humanities,Miscellaneous Humanities,1.3824443661532797
Bosnia & Herzegovina,2016,Humanities,Philosophy,3.4010317046310785
Philippines,2016,Humanities,Philosophy,2.290923643036319
Costa Rica,2016,Humanities,Religion,2.0778328611898016
Dominican Republic,2016,Mathematics,Applied Mathematics,1.0028749957929457
Dominican Republic,2016,Mathematics,General Mathematics,1.431707957957958
Georgia,2016,Mathematics,General Mathematics,5.820435323882576
Zaire,2016,Mathematics,General Mathematics,1.3215765765765768
Oman,2016,Mathematics,Probability & Statistics,1.0920715528527234
Bahrain,2016,Physics,Applied Physics,1.6294784646698257
Kazakhstan,2016,Physics,Applied Physics,2.167301233030645
Liechtenstein,2016,Physics,Applied Physics,4.348165052000155
North Korea,2016,Physics,Applied Physics,1.924933351120948
Brunei,2016,Physics,Chemical Physics,1.4586352182424724
Bulgaria,2016,Physics,Chemical Physics,2.18610801047723
Oman,2016,Physics,Chemical Physics,1.0981465906082146
Ukraine,2016,Physics,Fluids & Plasmas,2.275520133845653
Israel,2016,Physics,General Physics,1.4827876214629578
Moldova ,2016,Physics,General Physics,3.8569584597489657
Turkey,2016,Physics,General Physics,1.040668412980613
Chile,2016,Physics,Nuclear & Particle Physics,2.8281225367099854
Norway,2016,Physics,Nuclear & Particle Physics,1.3549687281175498
Romania,2016,Physics,Nuclear & Particle Physics,3.503202781149072
Slovakia,2016,Physics,Nuclear & Particle Physics,4.224813516279844
Switzerland,2016,Physics,Nuclear & Particle Physics,2.452651880120494
Ukraine,2016,Physics,Nuclear & Particle Physics,5.1579353200147935
Venezuela,2016,Physics,Nuclear & Particle Physics,1.2320317607992937
Bolivia,2016,Social Sciences,Anthropology and Archaeology,3.224583830031873
Estonia,2016,Social Sciences,Anthropology and Archaeology,3.373022067065662
Ethiopia,2016,Social Sciences,Anthropology and Archaeology,1.910422816461192
France,2016,Social Sciences,Anthropology and Archaeology,1.2261267100988624
Iceland,2016,Social Sciences,Anthropology and Archaeology,2.4360336209901257
Kenya,2016,Social Sciences,Anthropology and Archaeology,2.701769506125032
Papua New Guinea,2016,Social Sciences,Anthropology and Archaeology,12.661233567919268
Congo,2016,Social Sciences,Area Studies,6.424524591378932
Ivory Coast,2016,Social Sciences,Area Studies,2.3123732128544736
Mauritius,2016,Social Sciences,Area Studies,4.7947738678306
New Zealand,2016,Social Sciences,Criminology,2.730574589620391
Indonesia,2016,Social Sciences,Economics,1.2803067076087258
Italy,2016,Social Sciences,Economics,1.2288882918789596
Slovakia,2016,Social Sciences,Economics,1.404813078616843
Croatia,2016,Social Sciences,General Social Sciences,2.542762404186748
New Zealand,2016,Social Sciences,General Social Sciences,1.3538949501031723
Croatia,2016,Social Sciences,Geography,1.1003060260122108
Togo,2016,Social Sciences,Geography,4.682552349336057
Sweden,2016,Social Sciences,International Relations,1.54825801474704
Colombia,2016,Social Sciences,Miscellaneous Social Sciences,1.2206081953434682
Cyprus,2016,Social Sciences,Miscellaneous Social Sciences,1.818960912611358
Mozambique,2016,Social Sciences,Miscellaneous Social Sciences,4.088068717737648
Norway,2016,Social Sciences,Miscellaneous Social Sciences,1.909187406311042
Reunion,2016,Social Sciences,Miscellaneous Social Sciences,1.587132561004028
Australia,2016,Social Sciences,Planning & Urban Studies,1.5172262746826335
Ireland,2016,Social Sciences,Planning & Urban Studies,2.321160362263275
Jordan,2016,Social Sciences,Planning & Urban Studies,1.5354433729429835
Senegal,2016,Social Sciences,Planning & Urban Studies,3.499116292105711
United States,2016,Social Sciences,Planning & Urban Studies,1.058459463477048
Portugal,2016,Social Sciences,Science studies,1.4129174671166114
Spain,2016,Social Sciences,Science studies,1.4495834451842011
Cuba,2017,Arts,Fine Arts & Architecture,1.610982104155056
Switzerland,2017,Arts,Fine Arts & Architecture,1.012190874068071
Guadeloupe,2017,Arts,Performing Arts,8.137034908048843
Chile,2017,Biology,Agricult & Food Science,1.3776871791338257
French-Polynesia,2017,Biology,Agricult & Food Science,1.3238802654959758
Libya,2017,Biology,Agricult & Food Science,2.0812091509980406
Philippines,2017,Biology,Agricult & Food Science,4.093275601173976
Slovenia,2017,Biology,Agricult & Food Science,1.1184332901540568
Turkey,2017,Biology,Agricult & Food Science,1.4880114249061125
Vietnam,2017,Biology,Agricult & Food Science,1.439308695853394
Algeria,2017,Biology,Botany,1.1050373416856576
Croatia,2017,Biology,Botany,1.2312592519629433
Egypt,2017,Biology,Botany,1.041956939569819
French-Guiana,2017,Biology,Botany,3.826713164136477
Kenya,2017,Biology,Botany,2.7937779078750005
Mauritania,2017,Biology,Botany,1.8722091286904268
Namibia,2017,Biology,Botany,3.038664030858808
Reunion,2017,Biology,Botany,1.852292010300103
Turkey,2017,Biology,Botany,1.071404762548245
Angola,2017,Biology,Dairy & Animal Science,3.060649708150406
Croatia,2017,Biology,Dairy & Animal Science,1.509628336557877
Ecuador,2017,Biology,Dairy & Animal Science,2.5484335379847387
Guadeloupe,2017,Biology,Dairy & Animal Science,5.848775812150432
Ivory Coast,2017,Biology,Dairy & Animal Science,1.0275827539999558
Saudi Arabia,2017,Biology,Dairy & Animal Science,1.0056598714917353
Australia,2017,Biology,Ecology,2.097548874525756
